"","r2","name"
"387",0.543124120626738,"ILF3"
"388",0.632956619537511,"ILF2"
"389",0.52033115744643,"BOK"
"390",0.747146000131468,"BOC"
"391",0.366810760060342,"DENND2C"
"392",0.485490133140226,"DENND2A"
"393",0.287331731877616,"INPP4A"
"394",0.433843262928249,"SAFB"
"395",0.482425158866259,"TRNP1"
"396",0.532440716529514,"YBX3P1"
"397",0.465843047409286,"C20orf27"
"398",0.417061542451053,"PPP1R26"
"399",0.287660263701528,"PPP1R21"
"400",0.21535639533121,"NGLY1"
"401",0.435376314370524,"LMX1A"
"402",0.726343618825773,"ZCCHC24"
"403",0.723387551721624,"LMX1B"
"404",0.382210936814931,"ABCE1"
"405",0.317446871935275,"KCP"
"406",0.489697994597239,"CNR1"
"407",0.676569239279767,"CNR2"
"408",0.277734253045013,"GNL3L"
"409",0.502494698714546,"OTULIN"
"410",0.707287569372874,"RABEP1"
"411",0.50661529650978,"ANKS1B"
"412",0.387939491465633,"ANKS1A"
"413",0.320500985045818,"BMT2"
"414",0.271661001399079,"ADAM10"
"415",0.441018069205763,"ADAM11"
"416",0.47722948145605,"ADAM12"
"417",0.549277123461199,"ADAM15"
"418",0.290652377256517,"ADAM17"
"419",0.543476143719051,"ADAM19"
"420",0.0972183825188937,"MEPE"
"421",0.508648660273406,"HAGH"
"422",0.658510196331018,"GLYAT"
"423",0.445236235430966,"U2AF1L4"
"424",0.527011979292,"NDEL1"
"425",0.547393077852917,"SHANK2"
"426",0.339579479772924,"SHANK1"
"427",0.611258181221764,"UCP2"
"428",0.534782648676179,"FLT3LG"
"429",0.259053933378411,"PCSK9"
"430",0.352402384237701,"PCSK2"
"431",0.314846045210226,"PCSK1"
"432",0.697078365829365,"PCSK4"
"433",0.473407429623665,"PCSK5"
"434",0.637792328522465,"SP140L"
"435",0.537089098893241,"TC2N"
"436",0.54314731274834,"PLTP"
"437",0.236523273747284,"FKBP9P1"
"438",0.364940487617858,"C11orf1"
"439",0.572845462480919,"SETBP1"
"440",0.433706694060844,"FAM151B"
"441",0.462987485039424,"PAXIP1"
"442",0.408471611235755,"USE1"
"443",0.735109346418222,"CNRIP1"
"444",0.492915286834262,"CYP1B1-AS1"
"445",0.478033018285584,"CDC34"
"446",0.448640490593222,"CDC37"
"447",0.18351714523301,"SPIN2B"
"448",0.372180305066344,"PGLS"
"449",0.411348019958816,"WDR7"
"450",0.608207908761014,"CCNA2"
"451",0.405053915737942,"DIAPH2"
"452",0.352524836063871,"CCNA1"
"453",0.516492517793943,"VPS28"
"454",0.36002119189487,"DYNC1I2"
"455",0.622564501936999,"SKA3"
"456",0.565912300822668,"SKA2"
"457",0.283264368107723,"PCDH20"
"458",0.399250875104904,"C6orf89"
"459",0.406528052227196,"PPP1R13B"
"460",0.548386009136011,"PPP1R13L"
"461",0.661577800397872,"TMC5"
"462",0.513069898025243,"LOC100128239"
"463",0.637484610039225,"WNT10A"
"464",0.466048256058014,"DMC1"
"465",0.657068706905841,"TM4SF18"
"466",0.180975301249758,"TM4SF19"
"467",0.368515482959271,"TMEM35A"
"468",0.363423641654759,"POU3F1"
"469",0.426223859091099,"LAMB1"
"470",0.665216542800228,"LAMB3"
"471",0.555252916298972,"LAMB2"
"472",0.059578927994387,"LAMB4"
"473",0.309714293554387,"MPHOSPH9"
"474",0.420140594385224,"MPHOSPH8"
"475",0.514261461613545,"MPHOSPH6"
"476",0.640970954524592,"ASTN2"
"477",0.426282379654402,"ASTN1"
"478",0.560614833880198,"MLF2"
"479",0.556969442400743,"MGP"
"480",0.278449805167595,"HS3ST3B1"
"481",0.511971651680327,"ADSS"
"482",0.630732074045125,"SAMD4A"
"483",0.520849866596747,"ADSL"
"484",0.263357885699993,"SAMD4B"
"485",0.467386336847732,"GAS2L1"
"486",0.285912439346747,"GAS2L3"
"487",0.387467179097138,"GAS2L2"
"488",0.354381771392258,"HPGDS"
"489",0.557391912915005,"ZW10"
"490",0.268938305227973,"RSRC2"
"491",0.23572330140121,"CPN2"
"492",0.584207516849795,"TP73-AS1"
"493",0.309793795599145,"PYY2"
"494",0.480222146536411,"CDADC1"
"495",0.381783016164541,"NLGN2"
"496",0.337484336772896,"NLGN3"
"497",0.624894589387956,"ARHGAP45"
"498",0.620789795455678,"ARHGAP44"
"499",0.504235748554808,"CASQ1"
"500",0.559736997212347,"CASQ2"
"501",0.4292890196159,"NUP107"
"502",0.381916352449256,"SOX18"
"503",0.614626188776797,"CDC42EP3"
"504",0.471539415388071,"CDC42EP2"
"505",0.595401814935175,"CDC42EP1"
"506",0.517150027299616,"CDC42EP5"
"507",0.548323323572839,"CDC42EP4"
"508",0.338763200955351,"TBKBP1"
"509",0.689099291004323,"RAB36"
"510",0.451918778351819,"ABI2"
"511",0.566329032708205,"ABI3"
"512",0.406370279597668,"ABI1"
"513",0.545198613974689,"TESC"
"514",0.410676987454039,"PITPNC1"
"515",0.452386198523121,"AOC1"
"516",0.361753132594296,"KRT31"
"517",0.459073938114063,"KRT32"
"518",0.598381013720636,"KRT37"
"519",0.593349671399633,"IL20"
"520",0.332758060948119,"IL27"
"521",0.258083839973531,"CLINT1"
"522",0.419727300701471,"DMAP1"
"523",0.463996396052857,"AHRR"
"524",0.679202851418611,"ADCY5"
"525",0.466621435309912,"ADCY6"
"526",0.5280158721849,"ADCY7"
"527",0.596642780725578,"ADCY1"
"528",0.553860887766931,"ADCY2"
"529",0.596281283347645,"ADCY3"
"530",0.648298939307866,"ADCY9"
"531",0.528195123673789,"NUCKS1"
"532",0.1855366626985,"DDI2"
"533",0.458812068847581,"XRCC3"
"534",0.441522116321041,"XRCC2"
"535",0.401061748035697,"XRCC5"
"536",0.154622491839962,"XRCC4"
"537",0.505892340099076,"XRCC6"
"538",0.675466675859018,"MEIS3"
"539",0.639497858789404,"MEIS2"
"540",0.589448706279535,"MEIS1"
"541",0.250532783545318,"PCDHAC2"
"542",0.357271782191019,"PCDHAC1"
"543",0.678812160373806,"CTLA4"
"544",0.350423073375774,"ESPNL"
"545",0.354845429538832,"ESPNP"
"546",0.193025556183129,"DDX60"
"547",0.579136068362412,"H2AFY2"
"548",0.373899346025423,"ADCY10"
"549",0.579047123298821,"KCNA6"
"550",0.345231543088765,"KCNA5"
"551",0.454982756646496,"KCNA2"
"552",0.61347035131484,"KCNA3"
"553",0.506349122823166,"KCNA1"
"554",0.556682470328004,"OPTN"
"555",0.148661501980679,"BHMT"
"556",0.47467799010483,"FTL"
"557",0.538231130297214,"MCCC1"
"558",0.343541653488514,"ACACA"
"559",0.638543223471296,"TNK1"
"560",0.488464547978956,"PLA2G2A"
"561",0.729071664201039,"PLA2G2D"
"562",0.308664031927116,"CYFIP1"
"563",0.664364366041105,"CYFIP2"
"564",0.628717821447709,"TOB1"
"565",0.299341066062961,"LHPP"
"566",0.34992073049455,"NUP188"
"567",0.642348449079586,"GLT8D2"
"568",0.464597527999945,"GLT8D1"
"569",0.36076644168026,"MRGPRE"
"570",0.715262552090584,"MRGPRF"
"571",0.377114551139021,"TTC39B"
"572",0.53669700410133,"BPNT1"
"573",0.543678701338174,"BCL9"
"574",0.4475293759864,"BCL6"
"575",0.336819628875177,"BCL3"
"576",0.749863694203147,"BCL2"
"577",0.453105953264064,"CLMN"
"578",0.57805808263342,"CLMP"
"579",0.199690709059603,"MTM1"
"580",0.572659339294632,"SERPINB9"
"581",0.41511291564018,"CSNK1G1"
"582",0.196145393735879,"SERPINB2"
"583",0.523393445047636,"SERPINB5"
"584",0.356700759114674,"SERPINB7"
"585",0.2687859610953,"FAM76B"
"586",0.498413191036676,"FAM76A"
"587",0.489576735460931,"EXD3"
"588",0.318344789567335,"ELP6"
"589",0.419305433091503,"ELP5"
"590",0.209772651010322,"ELP4"
"591",0.612915933943564,"ELP3"
"592",0.684304169298921,"ELP2"
"593",0.445828780018349,"SPRYD3"
"594",0.208526517500429,"SPRYD4"
"595",0.755432982614348,"KLHDC9"
"596",0.708445976860492,"RAC2"
"597",0.472543992004542,"KLHDC4"
"598",0.508800392179006,"KLHDC2"
"599",0.567950763884964,"KLHDC3"
"600",0.504285725304239,"KLHDC1"
"601",0.381053909250361,"ASXL1"
"602",0.337019166864399,"ASXL3"
"603",0.350561585616485,"HDDC3"
"604",0.371447234271208,"ZNF252P-AS1"
"605",0.586828466875234,"DONSON"
"606",0.569641871901155,"SPATA17"
"607",0.648581641105188,"SPATA18"
"608",0.158850513579906,"CEP170P1"
"609",0.733942802030313,"ZNF214"
"610",0.507522970121957,"RINL"
"611",0.510165865665356,"HFE"
"612",0.743210988662732,"GPR146"
"613",0.357752000116982,"GPR143"
