"","x"
"4836","CEP76"
"4837","CEP70"
"4838","CEP78"
"4839","TPK1"
"4840","TANK"
"4841","MYBPH"
"4842","MTHFSD"
"4843","MST1"
"4844","B3GLCT"
"4845","DLG1"
"4846","MSTN"
"4847","SMG1"
"4848","SAMD10"
"4849","EPDR1"
"4850","SMG9"
"4851","NEURL1B"
"4852","FAM204A"
"4853","ROM1"
"4854","FITM1"
"4855","HSPB6"
"4856","GREB1L"
"4857","AP1S1"
"4858","AP1S2"
"4859","AP1S3"
"4860","KAZN"
"4861","PELO"
"4862","C21orf91"
"4863","DCSTAMP"
"4864","ARMCX6"
"4865","ARMCX5"
"4866","ARMCX3"
"4867","ARMCX2"
"4868","ARMCX1"
"4869","FUT6"
"4870","FUT4"
"4871","FUT3"
"4872","PNMT"
"4873","FUT1"
"4874","FUT9"
"4875","FUT8"
"4876","GHR"
"4877","ATP5J2"
"4878","SF1"
"4879","VTCN1"
"4880","DDX39B"
"4881","VPS9D1"
"4882","DDX39A"
"4883","PA2G4P4"
"4884","SCD5"
"4885","PEX11A"
"4886","PEX11B"
"4887","PEX11G"
"4888","PAFAH1B1"
"4889","PAFAH1B2"
"4890","SFN"
"4891","STARD10"
"4892","STARD13"
"4893","MT1X"
"4894","MT1L"
"4895","ARHGAP15"
"4896","MT1H"
"4897","MT1F"
"4898","MT1G"
"4899","MT1A"
"4900","BLVRB"
"4901","BLVRA"
"4902","WBP2NL"
"4903","STARD4"
"4904","STARD5"
"4905","FBXL19-AS1"
"4906","CERCAM"
"4907","FAM35A"
"4908","GXYLT1"
"4909","GXYLT2"
"4910","TBCEL"
"4911","PUS1"
"4912","PUS3"
"4913","F13A1"
"4914","NOP58"
"4915","FGD2"
"4916","NOP53"
"4917","ETS2"
"4918","ETS1"
"4919","AQP11"
"4920","CHRM4"
"4921","GLRB"
"4922","CHRM1"
"4923","MGAT1"
"4924","MGAT2"
"4925","MGAT3"
"4926","GLRX"
"4927","MMP9"
"4928","MMP7"
"4929","MMP2"
"4930","MMP1"
"4931","TRAPPC2L"
"4932","GNPTAB"
"4933","CBFA2T3"
"4934","CBFA2T2"
"4935","IRF2BP2"
"4936","IRF2BP1"
"4937","C9orf85"
"4938","IRF2BPL"
"4939","USP39"
"4940","USP30"
"4941","USP31"
"4942","USP32"
"4943","USP34"
"4944","USP35"
"4945","USP36"
"4946","USP37"
"4947","PPFIBP1"
"4948","PPFIBP2"
"4949","LDLRAD4"
"4950","HHIPL1"
"4951","FAM86DP"
"4952","KIF26A"
"4953","KIF26B"
"4954","SAAL1"
"4955","UHRF1BP1"
"4956","UBAP2L"
"4957","TNRC18"
"4958","JUN"
"4959","REV1"
"4960","RHBDF1"
"4961","ZNF534"
"4962","ZNF532"
"4963","QSER1"
"4964","TOMM70"
"4965","ATL3"
"4966","ATL2"
"4967","SLC5A5"
"4968","MOXD1"
"4969","PIN1"
"4970","PIN4"
"4971","SMOX"
"4972","NPAS4"
"4973","NPAS3"
"4974","NPAS2"
"4975","STUM"
"4976","AP4E1"
"4977","TSEN34"
"4978","SNRNP40"
"4979","FAM166B"
"4980","PURB"
"4981","PURA"
"4982","PURG"
"4983","MAN2B2"
"4984","MAN2B1"
"4985","FSTL3"
"4986","FSTL1"
"4987","KCTD13"
"4988","NUF2"
"4989","KCTD11"
"4990","C12orf49"
"4991","IGHMBP2"
"4992","TIMM10B"
"4993","C12orf43"
"4994","C12orf45"
"4995","KCTD16"
"4996","NFAT5"
"4997","KCTD15"
"4998","KCTD14"
"4999","GSK3A"
"5000","GSK3B"
"5001","MSTO1"
"5002","UBB"
"5003","RHOT2"
"5004","AKR1A1"
"5005","MAT2B"
"5006","RNF220"
"5007","RNF222"
"5008","CARD10"
"5009","MED30"
"5010","MED31"
"5011","SEZ6L2"
"5012","HECW1"
"5013","HECW2"
"5014","FGF19"
"5015","FGF18"
"5016","FGF13"
"5017","FGF12"
"5018","FGF11"
"5019","FGF10"
"5020","FGF17"
"5021","FGF14"
"5022","VCAM1"
"5023","OXNAD1"
"5024","SLC25A32"
"5025","ETFBKMT"
"5026","KCNJ11"
"5027","KCNJ10"
"5028","KCNJ16"
"5029","KCNJ15"
"5030","KCNJ14"
"5031","TMX4"
"5032","TMX1"
"5033","TMX3"
"5034","TMX2"
"5035","DAZAP1"
"5036","DAZAP2"
"5037","MLC1"
"5038","TLCD1"
"5039","TWNK"
"5040","C6orf120"
"5041","SLC6A4"
"5042","CDC42SE2"
"5043","CDC42SE1"
"5044","RERGL"
"5045","VAC14"
"5046","ALMS1P1"
"5047","APRT"
"5048","C19orf53"
"5049","C19orf57"
"5050","C19orf54"
"5051","LACTB"
"5052","CLPSL1"
"5053","GEMIN7"
"5054","PUM2"
"5055","PUM1"
"5056","RAD1"
"5057","AKTIP"
"5058","ZC3H3"
"5059","COL22A1"
"5060","ZC3H4"
"5061","ZC3H6"
"5062","TNFRSF10C"
"5063","TNFRSF10B"
"5064","XIAP"
"5065","TNFRSF10D"
"5066","CLCA2"
"5067","NUP88"
"5068","LARP1B"
"5069","FAM96A"
"5070","FAM96B"
"5071","SLC43A2"
"5072","ZNF732"
"5073","UBIAD1"
"5074","ZNF738"
"5075","NMT1"
"5076","RADIL"
"5077","SLCO5A1"
"5078","NHS"
"5079","APOL6"
"5080","APOL2"
"5081","APOL1"
"5082","NOS3"
"5083","LCP1"
"5084","ZNF121"
"5085","RPP14"
"5086","ORAOV1"
"5087","PATZ1"
"5088","GCM1"
"5089","SMAGP"
"5090","VSIG10L"
"5091","LOC148696"
"5092","XYLT2"
"5093","XYLT1"
"5094","TESK1"
"5095","TESK2"
"5096","EFCC1"
"5097","ITPKA"
"5098","ITPKC"
"5099","ITPKB"
"5100","MGEA5"
"5101","PDE5A"
"5102","PKM"
"5103","ITPK1"
"5104","GUCY1B2"
"5105","CEP170"
"5106","LZTR1"
"5107","COMTD1"
"5108","NAPRT"
"5109","MUT"
"5110","CHAD"
"5111","DIEXF"
"5112","MXD4"
"5113","MXD3"
"5114","MXD1"
"5115","ENAH"
"5116","ASL"
"5117","ATP6V0C"
"5118","COL5A2"
"5119","COL5A3"
"5120","LAMP5"
"5121","COL5A1"
"5122","LAMP2"
"5123","LAMP1"
"5124","MED26"
"5125","DUT"
"5126","NAT10"
"5127","UQCR10"
"5128","UQCR11"
"5129","RPRD1B"
"5130","ASAH1"
"5131","ASAH2"
"5132","KLKP1"
"5133","ZNF69"
"5134","FAM227B"
"5135","ADM5"
"5136","ADM2"
"5137","CETP"
"5138","MIPOL1"
"5139","DHODH"
"5140","NCAPH"
"5141","NCAPG"
"5142","CIAO1"
"5143","PARP9"
"5144","URB1-AS1"
"5145","NONO"
"5146","DNAJC5B"
"5147","TRPM4"
"5148","TRPM6"
"5149","TRPM7"
"5150","TRPM2"
"5151","SULT1C2"
"5152","SULT1C4"
"5153","EPN1"
"5154","PARP1"
"5155","EPN3"
"5156","ERBIN"
"5157","TFDP3"
"5158","TFDP1"
"5159","MIS18A"
"5160","EIF3D"
"5161","BCAS4"
"5162","BCAS2"
"5163","BCAS3"
"5164","BCAS1"
"5165","CD80"
"5166","CD86"
"5167","SLC8A1"
"5168","IDI2-AS1"
"5169","SLC8A3"
"5170","SLC8A2"
"5171","ZBED3"
"5172","ZBED5"
"5173","ZBED8"
"5174","CD8A"
"5175","GALNT16"
"5176","GALNT10"
"5177","HARS2"
"5178","LIMK2"
"5179","BRI3"
"5180","PPL"
"5181","RFC4"
"5182","FAM213A"
"5183","LAT2"
"5184","NME1-NME2"
"5185","KIAA0825"
"5186","PTBP2"
"5187","PTBP1"
"5188","FAM19A5"
"5189","FAM19A2"
"5190","FAM19A3"
"5191","CACNA2D3"
"5192","CACNA2D4"
"5193","PIK3R6"
"5194","PIK3R5"
"5195","PIK3R3"
"5196","PIK3R2"
"5197","PIK3R1"
"5198","TUBAL3"
"5199","SLC51A"
"5200","RTN4RL1"
"5201","RTN4RL2"
"5202","TOMM40L"
"5203","GPC6"
"5204","RBKS"
"5205","MPHOSPH10"
"5206","NCAM1"
"5207","NCAM2"
"5208","TICAM1"
"5209","TICAM2"
"5210","CGN"
"5211","REEP1"
"5212","REEP3"
"5213","REEP2"
"5214","REEP5"
"5215","REEP4"
"5216","REEP6"
"5217","TSKU"
"5218","SREK1IP1"
"5219","TSKS"
"5220","CECR6"
"5221","ARL6IP6"
"5222","ARL6IP5"
"5223","ARL6IP4"
"5224","ARL6IP1"
"5225","FER"
"5226","FES"
"5227","MAPK8IP1"
"5228","MAPK8IP2"
"5229","MAPK8IP3"
"5230","CASC10"
"5231","SLFNL1"
"5232","SEC31B"
"5233","SEC31A"
"5234","UBOX5"
"5235","ANKRD6"
"5236","ANKRD1"
"5237","ANKRD2"
"5238","ANKRD9"
"5239","DISP1"
"5240","DISP2"
"5241","PDGFA"
"5242","PDGFB"
"5243","PDGFC"
"5244","PDGFD"
"5245","RCC2"
"5246","DUOXA2"
"5247","FHIT"
"5248","TRAM1L1"
"5249","B2M"
"5250","SQLE"
"5251","SPTLC2"
"5252","SPTLC3"
"5253","ABCD1"
"5254","ABCD3"
"5255","ABCD2"
"5256","ABCD4"
"5257","LOC100131496"
"5258","DGAT1"
"5259","DGAT2"
"5260","SOBP"
"5261","DSEL"
"5262","GRAPL"
"5263","GATAD2B"
"5264","KCNH4"
"5265","KCNH1"
"5266","KCNH3"
"5267","KCNH8"
"5268","ZNF292"
"5269","GPR183"
"5270","NUP133"
"5271","NDUFAF5"
"5272","NDUFAF4"
"5273","NDUFAF7"
"5274","NDUFAF6"
"5275","NDUFAF1"
"5276","NDUFAF2"
"5277","SZT2"
"5278","PIK3CD-AS1"
"5279","PRKAR1A"
"5280","PRKAR1B"
"5281","SAR1A"
"5282","SAR1B"
"5283","DCAKD"
"5284","CHAF1A"
"5285","BIN1"
"5286","BIN3"
"5287","SPG11"
"5288","SYTL4"
"5289","SYTL1"
"5290","SYTL3"
"5291","VOPP1"
"5292","PLEKHH3"
"5293","PLEKHH2"
"5294","PLEKHH1"
"5295","KCNS3"
"5296","MTRR"
"5297","LOC100129034"
"5298","MAVS"
"5299","CLUAP1"
"5300","FOXP3"
"5301","FOXP1"
"5302","IL10RA"
"5303","MSL2"
"5304","MSL3"
"5305","MYCN"
"5306","MYCL"
"5307","PARPBP"
"5308","TKT"
"5309","TMEM45A"
"5310","TK2"
"5311","TK1"
"5312","PWP2"
"5313","MSLN"
"5314","MFNG"
"5315","MALAT1"
"5316","LRRC3B"
"5317","ECD"
"5318","THTPA"
"5319","CIB2"
"5320","NDFIP2"
"5321","NDFIP1"
"5322","CIB1"
"5323","PRIMA1"
"5324","ARID3A"
"5325","RPS6KL1"
"5326","CELSR3"
"5327","CELSR2"
"5328","CELSR1"
"5329","LRRC32"
"5330","MFN2"
"5331","FAM117A"
"5332","FAM117B"
"5333","SVIL"
"5334","CLCNKB"
"5335","CCDC169"
"5336","CCDC163"
"5337","CCDC160"
"5338","CCDC167"
"5339","TJAP1"
"5340","CMKLR1"
"5341","UQCRQ"
"5342","UQCRH"
"5343","SNORA53"
"5344","ATP6V0D2"
"5345","ATP6V0D1"
"5346","RASEF"
"5347","PIH1D1"
"5348","RP9P"
"5349","LINC00339"
"5350","C3orf67"
"5351","C3orf62"
"5352","THEM6"
"5353","THEM5"
"5354","RNF148"
"5355","C4BPA"
"5356","C4BPB"
"5357","S100A14"
"5358","SGSH"
"5359","PTPN9"
"5360","PTPN3"
"5361","PTPN2"
"5362","PTPN1"
"5363","PTPN7"
"5364","PTPN6"
"5365","PTPN5"
"5366","PTPN4"
"5367","BTF3"
"5368","NNMT"
"5369","GRK4"
"5370","AGBL4"
"5371","AGBL3"
"5372","AGBL2"
"5373","GRK3"
"5374","EVI5L"
"5375","RBM12B"
"5376","ARRB2"
"5377","ARRB1"
"5378","GPNMB"
"5379","PSMA2"
"5380","PSMA3"
"5381","PSMA1"
"5382","SLC7A6OS"
"5383","PSMA7"
"5384","PSMA4"
"5385","SLC22A18AS"
"5386","SYNRG"
"5387","MGLL"
"5388","GUCD1"
"5389","ENKD1"
"5390","C14orf119"
"5391","AGPAT5"
"5392","AGPAT4"
"5393","AGPAT2"
"5394","C9orf139"
"5395","TMEM154"
"5396","TMEM155"
"5397","TMEM156"
"5398","FOXO4"
"5399","TMEM158"
"5400","ANGEL2"
"5401","ANGEL1"
"5402","C11orf21"
"5403","C11orf24"
"5404","METTL2A"
"5405","SPAG1"
"5406","SLC34A2"
"5407","UBR3"
"5408","UBR2"
"5409","UBR1"
"5410","UBR7"
"5411","UBR5"
"5412","UBR4"
"5413","CCNF"
"5414","CCNC"
"5415","CCNO"
"5416","CCNH"
"5417","CCNI"
"5418","CCNJ"
"5419","CCNK"
"5420","NCKAP5"
"5421","NCKAP1"
"5422","JMY"
"5423","INVS"
"5424","MEGF8"
"5425","C16orf62"
"5426","CDC25C"
"5427","CDC25B"
"5428","CDC25A"
"5429","UAP1"
"5430","TMPRSS13"
"5431","ZNF827"
"5432","ZNF829"
"5433","LRIG3"
"5434","LRIG2"
"5435","LRIG1"
"5436","ACAN"
"5437","POT1"
"5438","CD302"
"5439","PM20D1"
"5440","CLHC1"
"5441","CLPTM1L"
"5442","PIAS3"
"5443","PIAS1"
"5444","PIAS4"
"5445","ZNF318"
"5446","ZNF319"
"5447","SAE1"
"5448","ST18"
"5449","AP4M1"
"5450","SLCO1C1"
"5451","PIF1"
"5452","SDHA"
"5453","SDHC"
"5454","SDHB"
"5455","SDHD"
"5456","DLG3"
"5457","DLG2"
"5458","DLG5"
"5459","DLG4"
"5460","SMG8"
"5461","FAM114A1"
"5462","GRWD1"
"5463","FAM114A2"
"5464","PQLC1"
"5465","IFNG"
"5466","GMIP"
"5467","ADRA1A"
"5468","ADRA1B"
"5469","ADRA1D"
"5470","CAPZB"
"5471","C1orf27"
"5472","C1orf21"
"5473","AHSA1"
"5474","AHSA2"
"5475","METTL27"
"5476","PPP1R3G"
"5477","GLMP"
"5478","TOMM7"
"5479","METTL24"
"5480","PPP1R3D"
"5481","GLMN"
"5482","GSTO2"
"5483","TTC33"
"5484","TTC32"
"5485","TTC31"
"5486","TTC37"
"5487","TTC36"
"5488","TTC38"
"5489","QPCTL"
"5490","EEF1A1"
"5491","PDE10A"
"5492","GEMIN8"
"5493","GEMIN2"
"5494","ENHO"
"5495","GEMIN6"
"5496","SPNS3"
"5497","GEMIN5"
"5498","KRBA2"
"5499","ZWINT"
"5500","MCRS1"
"5501","MLKL"
"5502","KIF18A"
"5503","KIF18B"
"5504","CLEC10A"
"5505","LOC646762"
"5506","TGM1"
"5507","TGM3"
"5508","TGM5"
"5509","EIF3H"
"5510","EIF3J"
"5511","EIF3K"
"5512","EIF3M"
"5513","EIF3A"
"5514","EIF3B"
"5515","EIF3E"
"5516","EIF3F"
"5517","EIF3G"
"5518","MKKS"
"5519","NOL11"
"5520","NOL10"
"5521","NOL12"
"5522","SMG7"
"5523","BARD1"
"5524","INPP5E"
"5525","UBTD2"
"5526","UBTD1"
"5527","MYCBPAP"
"5528","TUBD1"
"5529","MRNIP"
"5530","CA11"
"5531","RALY"
"5532","HIKESHI"
"5533","RALA"
"5534","CDKN2B-AS1"
"5535","DBF4B"
"5536","DNAJB9"
"5537","DNAJB2"
"5538","DNAJB1"
"5539","ERCC6L"
"5540","DNAJB7"
"5541","DNAJB6"
"5542","DNAJB5"
"5543","DNAJB4"
"5544","AMDHD1"
"5545","AMDHD2"
"5546","DIDO1"
"5547","TTLL13P"
"5548","GRIK1"
"5549","GRIK2"
"5550","GRIK3"
"5551","GRIK4"
"5552","GRIK5"
"5553","RNF141"
"5554","RNF145"
"5555","RNF146"
"5556","GRSF1"
"5557","XPR1"
"5558","GREM2"
"5559","PADI3"
"5560","PADI2"
"5561","TWISTNB"
"5562","ATP6V1C2"
"5563","ATP6V1C1"
"5564","TOMM6"
"5565","PPP1R3F"
"5566","PPP1R3E"
"5567","TOMM5"
"5568","PPP1R3C"
"5569","NSG1"
"5570","NTAN1"
"5571","TBXAS1"
"5572","RIBC2"
"5573","PPP1R35"
"5574","INPP5A"
"5575","HEPN1"
"5576","INPP5F"
"5577","INPP5J"
"5578","INPP5K"
"5579","MSANTD4"
"5580","MSANTD1"
"5581","MSANTD2"
"5582","MSANTD3"
"5583","CNST"
"5584","VPS37D"
"5585","VPS37C"
"5586","VPS37B"
"5587","VPS37A"
"5588","RPL13P5"
"5589","HOMEZ"
"5590","COL12A1"
"5591","CARNMT1"
"5592","RBM8A"
"5593","CASK"
"5594","CAST"
"5595","ADAM23"
"5596","TMSB15B"
"5597","TMSB15A"
"5598","MMEL1"
"5599","TTF2"
"5600","TTF1"
"5601","ZNF544"
"5602","CBR4"
"5603","CBR3"
"5604","ANXA1"
"5605","ANXA3"
"5606","ANXA2"
"5607","ANXA5"
"5608","ANXA4"
"5609","ANXA7"
"5610","ANXA9"
"5611","MEST"
"5612","SASS6"
"5613","HEPACAM"
"5614","M6PR"
"5615","USH2A"
"5616","MRGBP"
"5617","PIBF1"
"5618","CYP4Z2P"
"5619","PYGB"
"5620","PYGL"
"5621","PYGM"
"5622","PFAS"
"5623","CPTP"
"5624","BAMBI"
"5625","PMS1"
"5626","PMS2"
"5627","MST1R"
"5628","MST1L"
"5629","HUNK"
"5630","GRIP1"
"5631","GRIP2"
"5632","SLC19A2"
"5633","SLC19A1"
"5634","MED12L"
"5635","NXF1"
"5636","PHTF2"
"5637","FAF1"
"5638","PGM5"
"5639","FAF2"
"5640","PGM1"
"5641","PGM2"
"5642","PGM3"
"5643","COL6A4P2"
"5644","SBK1"
"5645","CDC27"
"5646","CDC26"
"5647","CDC23"
"5648","HOXD13"
"5649","HOXD10"
"5650","CDC20"
"5651","LIN54"
"5652","LIN52"
"5653","PPP1R12A"
"5654","PPP1R12B"
"5655","PPP1R12C"
"5656","GEMIN8P4"
"5657","STAG3L4"
"5658","STAG3L2"
"5659","BCAP31"
"5660","VPS35"
"5661","VPS36"
"5662","VPS39"
"5663","KCTD3"
"5664","KCTD2"
"5665","KCTD1"
"5666","KCTD7"
"5667","KCTD6"
"5668","KCTD5"
"5669","KCTD9"
"5670","SLC38A10"
"5671","PXN"
"5672","CEP95"
"5673","ESF1"
"5674","S1PR5"
"5675","BRAP"
"5676","USPL1"
"5677","UPF3B"
"5678","BRAF"
"5679","ZFYVE19"
"5680","NTNG2"
"5681","ZFYVE16"
"5682","THY1"
"5683","NATD1"
"5684","TNS3"
"5685","TNS2"
"5686","TRAF3IP1"
"5687","ANGPTL7"
"5688","ANGPTL6"
"5689","ANGPTL5"
"5690","ANGPTL4"
"5691","ANGPTL1"
"5692","MMP14"
"5693","MMP15"
"5694","MMP16"
"5695","MMP17"
"5696","MMP11"
"5697","MMP12"
"5698","MMP13"
"5699","MMP19"
"5700","CDAN1"
"5701","TNFRSF10A"
"5702","KCNK17"
"5703","KCNK12"
"5704","ZC2HC1C"
"5705","KCNK10"
"5706","ZC2HC1A"
"5707","MMACHC"
"5708","C14orf180"
"5709","TCN1"
"5710","TCN2"
"5711","RTN2"
"5712","GPRC5A"
"5713","GPRC5C"
"5714","GPRC5B"
"5715","SCLT1"
"5716","CPOX"
"5717","ALG11"
"5718","ALG12"
"5719","ALG14"
"5720","RIOK2"
"5721","RIOK3"
"5722","RIOK1"
"5723","BANF1"
"5724","CD164L2"
"5725","SHISA4"
"5726","SHISA7"
"5727","SHISA2"
"5728","SHISA3"
"5729","IL32"
"5730","NKPD1"
"5731","HMBOX1"
"5732","COX14"
"5733","SHISA9"
"5734","CAMK2N2"
"5735","CAMK2N1"
"5736","RHPN1-AS1"
"5737","HYOU1"
"5738","AMACR"
"5739","AZU1"
"5740","SAYSD1"
"5741","ERAP2"
"5742","ERAP1"
"5743","NMRK1"
"5744","PCOTH"
"5745","DDX58"
"5746","DDX59"
"5747","DDX52"
"5748","DDX50"
"5749","DDX51"
"5750","ZNF165"
"5751","DDX55"
"5752","GATM"
"5753","GATB"
"5754","GATC"
"5755","BET1"
"5756","EGLN3"
"5757","DNAH3"
"5758","EGLN1"
"5759","DNAH1"
"5760","DNAH6"
"5761","DNAH7"
"5762","DNAH5"
"5763","DNAH8"
"5764","DNAH9"
"5765","ALCAM"
"5766","GPR17"
"5767","TPM4"
"5768","GPR15"
"5769","TPM2"
"5770","TPM1"
"5771","ETF1"
"5772","GNB5"
"5773","GNB4"
"5774","GNB1"
"5775","GNB3"
"5776","GNB2"
"5777","PARD3B"
"5778","CKAP2L"
"5779","TGFBR3"
"5780","ETFB"
"5781","GTF2A1"
"5782","GTF2A2"
"5783","IL18BP"
"5784","RPE"
"5785","RP1"
"5786","RP2"
"5787","RP9"
"5788","YKT6"
"5789","CALD1"
"5790","NUP62CL"
"5791","CSTF1"
"5792","CSTF3"
"5793","CSTF2"
"5794","SYMPK"
"5795","ADGRV1"
"5796","SOX30"
"5797","SERPINC1"
"5798","CLN6"
"5799","CLN5"
"5800","CLN3"
"5801","PPAN"
"5802","RBX1"
"5803","HRAS"
"5804","OR7A5"
"5805","CDYL2"
"5806","TRAPPC6A"
"5807","JMJD1C"
"5808","DTNBP1"
"5809","TUB"
"5810","CDC14C"
"5811","CDC14B"
"5812","CDC14A"
"5813","GPR179"
"5814","SPATA6L"
"5815","GPR176"
"5816","MEIOC"
"5817","SH3YL1"
"5818","CEACAM21"
"5819","SS18L2"
"5820","SS18L1"
"5821","UCHL5"
"5822","UCHL1"
"5823","UCHL3"
"5824","RARRES2"
"5825","RARRES3"
"5826","RARRES1"
"5827","ZNF407"
"5828","ZNF408"
"5829","PRELID1"
"5830","FAM171B"
"5831","PPP6R3"
"5832","EFCAB7"
"5833","EFCAB6"
"5834","SETD1A"
"5835","SETD1B"
"5836","SIAE"
"5837","LETM1"
"5838","PRKCSH"
"5839","LANCL2"
"5840","LANCL3"
"5841","LANCL1"
"5842","RAB7A"
"5843","EFEMP2"
"5844","WNT5B"
"5845","WNT5A"
"5846","HNRNPH1"
"5847","HNRNPH3"
"5848","HNRNPH2"
"5849","RUSC1-AS1"
"5850","ICA1L"
"5851","HNRNPUL2"
"5852","HNRNPUL1"
"5853","DPH6"
"5854","STOML2"
"5855","STOML1"
"5856","DCAF13"
"5857","DCAF12"
"5858","DCAF11"
"5859","DCAF17"
"5860","DCAF16"
"5861","DCAF15"
"5862","MIS12"
"5863","PAPSS1"
"5864","TXN"
"5865","PAPSS2"
"5866","TXK"
"5867","WARS2"
"5868","TRMT10A"
"5869","TRMT10C"
"5870","SLC35E2"
"5871","SLC35E3"
"5872","SLC35E4"
"5873","MYOZ1"
"5874","WRB"
"5875","WRN"
"5876","TCF15"
"5877","SCNM1"
"5878","TCF12"
"5879","UROS"
"5880","UROD"
"5881","HMMR"
"5882","RPRD2"
"5883","SGIP1"
"5884","ANPEP"
"5885","C8orf33"
"5886","C8orf31"
"5887","C8orf37"
"5888","C8orf34"
"5889","KLHL25"
"5890","KLHL24"
"5891","KLHL26"
"5892","KLHL21"
"5893","KLHL20"
"5894","KLHL23"
"5895","KLHL22"
"5896","TMEM81"
"5897","TMEM80"
"5898","KLHL29"
"5899","KLHL28"
"5900","POLG"
"5901","LTB4R"
"5902","POLE"
"5903","POLB"
"5904","POLN"
"5905","POLM"
"5906","POLL"
"5907","POLK"
"5908","POLI"
"5909","POLH"
"5910","GGN"
"5911","GGH"
"5912","IL17D"
"5913","CHRDL1"
"5914","CHRDL2"
"5915","TMEM8A"
"5916","FAM89B"
"5917","C2CD2L"
"5918","EI24"
"5919","SGMS2"
"5920","SGMS1"
"5921","PRC1"
"5922","HOXD11"
"5923","EPS15"
"5924","LMCD1"
"5925","AOC3"
"5926","ZNF649"
"5927","ZNF646"
"5928","ZNF644"
"5929","CDH22"
"5930","ZNF641"
"5931","GTPBP10"
"5932","MIS18BP1"
"5933","AOC2"
"5934","SPATA5L1"
"5935","PRCC"
"5936","PRCD"
"5937","ZNF391"
"5938","PRCP"
"5939","ZNF394"
"5940","ZNF395"
"5941","ZNF396"
"5942","ZNF397"
"5943","NUDT22"
"5944","NUDT21"
"5945","POPDC2"
"5946","POPDC3"
"5947","SPIN4"
"5948","SPIN1"
"5949","SPIN3"
"5950","IFT57"
"5951","RPL35A"
"5952","LPO"
"5953","LPL"
"5954","GOLGA2P5"
"5955","DDAH1"
"5956","CRELD2"
"5957","CRELD1"
"5958","ARL4D"
"5959","ARL4C"
"5960","JAML"
"5961","JAM3"
"5962","GALNT4"
"5963","ZWILCH"
"5964","GALNT6"
"5965","GALNT7"
"5966","GALNT1"
"5967","GALNT2"
"5968","GALNT3"
"5969","DMWD"
"5970","KIF14"
"5971","KIF15"
"5972","KIF11"
"5973","KIF12"
"5974","KIF19"
"5975","NLRP5"
"5976","NLRP7"
"5977","NLRP6"
"5978","NLRP1"
"5979","NLRP3"
"5980","NLRP2"
"5981","PSEN2"
"5982","PSEN1"
"5983","NLRP9"
"5984","WDR26"
"5985","WDR27"
"5986","WDR24"
"5987","WDR25"
"5988","WDR20"
"5989","GNAO1"
"5990","AFG1L"
"5991","ASCL1"
"5992","ASCL4"
"5993","IGF2BP1"
"5994","IGF2BP3"
"5995","IGF2BP2"
"5996","KIF1A"
"5997","KIF1B"
"5998","KIF1C"
"5999","CD109"
"6000","ZFP36"
"6001","ZFP30"
"6002","SPIRE1"
"6003","NLRP12"
"6004","DKK1"
"6005","LOXL1"
"6006","LOXL2"
"6007","LOXL3"
"6008","LOXL4"
"6009","VIPR2"
"6010","VIPR1"
"6011","DIRC3"
"6012","DIRC2"
"6013","FAM207A"
"6014","CACNG1"
"6015","CACNG6"
"6016","RANBP10"
"6017","SELENBP1"
"6018","ZNF542P"
"6019","LAS1L"
"6020","SLC25A23"
"6021","SLC25A20"
"6022","SLC25A21"
"6023","SLC25A27"
"6024","SLC25A29"
"6025","COLCA1"
"6026","COPB1"
"6027","COPB2"
"6028","KDELC1"
"6029","KDELC2"
"6030","ZBBX"
"6031","MKS1"
"6032","GLB1L"
"6033","MAGEC1"
"6034","PSTPIP2"
"6035","PSTPIP1"
"6036","POFUT2"
"6037","POFUT1"
"6038","SNX17"
"6039","SNX15"
"6040","SNX14"
"6041","SNX13"
"6042","SNX12"
"6043","SNX11"
"6044","SNX10"
"6045","SNX19"
"6046","ICAM5"
"6047","ICAM4"
"6048","ICAM1"
"6049","CTDSP1"
"6050","CTDSP2"
"6051","CTDSPL"
"6052","SMTN"
"6053","TMEM87B"
"6054","TMEM87A"
"6055","SGK3"
"6056","SGK2"
"6057","ATPAF2"
"6058","BOD1L1"
"6059","LINC00471"
"6060","LINC00472"
"6061","LINC00475"
"6062","C1orf168"
"6063","MAP4K3"
"6064","TRIM74"
"6065","MAP4K5"
"6066","GPD1"
"6067","DFNB59"
"6068","GPD2"
"6069","ZNF204P"
"6070","MICU2"
"6071","MICU1"
"6072","NEFM"
"6073","NEFL"
"6074","NEFH"
"6075","NRG3"
"6076","NRG2"
"6077","NRGN"
"6078","EIF4EBP2"
"6079","NUMB"
"6080","LOC283731"
"6081","PSAT1"
"6082","TFCP2"
"6083","SLFN5"
"6084","RBM15B"
"6085","SPINT2"
"6086","PXK"
"6087","SPINT1"
"6088","MMADHC"
"6089","KHK"
"6090","MSRB3"
"6091","HELZ2"
"6092","NXN"
"6093","EPSTI1"
"6094","PPIP5K2"
"6095","OTX1"
"6096","ZFC3H1"
"6097","STAG2"
"6098","STAG3"
"6099","STAG1"
"6100","LONP1"
"6101","HMGA2"
"6102","HMGA1"
"6103","HAX1"
"6104","GGNBP2"
"6105","LCA5L"
"6106","C6orf223"
"6107","C6orf226"
"6108","PLS1"
"6109","PLS3"
"6110","CLASP2"
"6111","CLASP1"
"6112","C1orf204"
"6113","C5orf58"
"6114","C5orf56"
"6115","C5orf51"
"6116","SSPN"
